"","year","wbregion","social_capital","absence_exclusion","absence_capture","vdeminformal","btiinformal","informal_channels","vdeminstitutional","btiinstitutional","institutional_channels","vdemcso","bticso","intermediary_channels","civil_capacity","quality_interface","resilience","v2cagenmob","percept_civicspace","natgov_confidence"
"1",1789,"Latin America & Caribbean",NA,NA,-1.09887219419984,NA,NA,NA,-0.898335002730271,NA,NA,-0.765028593941783,NA,NA,NA,NA,NA,NA,NA,NA
"2",1790,"Latin America & Caribbean",NA,NA,-1.04317932828158,NA,NA,NA,-0.898335002730271,NA,NA,-0.669039036801427,NA,NA,NA,NA,NA,NA,NA,NA
"3",1791,"Latin America & Caribbean",NA,NA,-0.804937917779477,NA,NA,NA,-0.898335002730271,NA,NA,-0.669039036801427,NA,NA,NA,NA,NA,NA,NA,NA
"4",1792,"Latin America & Caribbean",NA,NA,-0.804937917779477,NA,NA,NA,-0.898335002730271,NA,NA,-0.669039036801427,NA,NA,NA,NA,NA,NA,NA,NA
"5",1793,"Latin America & Caribbean",NA,NA,-0.804937917779477,NA,NA,NA,-0.898335002730271,NA,NA,-0.669039036801427,NA,NA,NA,NA,NA,NA,NA,NA
"6",1794,"Latin America & Caribbean",NA,NA,-0.83175016409501,NA,NA,NA,-0.898335002730271,NA,NA,-0.669039036801427,NA,NA,NA,NA,NA,NA,NA,NA
"7",1795,"Latin America & Caribbean",NA,NA,-0.83175016409501,NA,NA,NA,-0.898335002730271,NA,NA,-0.669039036801427,NA,NA,NA,NA,NA,NA,NA,NA
"8",1796,"Latin America & Caribbean",NA,NA,-0.83175016409501,NA,NA,NA,-0.898335002730271,NA,NA,-0.669039036801427,NA,NA,NA,NA,NA,NA,NA,NA
"9",1797,"Latin America & Caribbean",NA,NA,-0.83175016409501,NA,NA,NA,-0.898335002730271,NA,NA,-0.669039036801427,NA,NA,NA,NA,NA,NA,NA,NA
"10",1798,"Latin America & Caribbean",NA,NA,-0.83175016409501,NA,NA,NA,-0.898335002730271,NA,NA,-0.741216655887645,NA,NA,NA,NA,NA,NA,NA,NA
"11",1799,"Latin America & Caribbean",NA,NA,-0.83175016409501,NA,NA,NA,-0.898335002730271,NA,NA,-0.901594880414269,NA,NA,NA,NA,NA,NA,NA,NA
"12",1800,"Latin America & Caribbean",NA,NA,-0.948678031143431,NA,NA,NA,-0.898335002730271,NA,NA,-0.901594880414269,NA,NA,NA,NA,NA,NA,NA,NA
"13",1801,"Latin America & Caribbean",NA,NA,-0.948678031143431,NA,NA,NA,-0.898335002730271,NA,NA,-0.901594880414269,NA,NA,NA,NA,NA,NA,NA,NA
"14",1802,"Latin America & Caribbean",NA,NA,-0.960053277920157,NA,NA,NA,-0.898335002730271,NA,NA,-0.966168999031487,NA,NA,NA,NA,NA,NA,NA,NA
"15",1803,"Latin America & Caribbean",NA,NA,-0.960053277920157,NA,NA,NA,-0.898335002730271,NA,NA,-0.966168999031487,NA,NA,NA,NA,NA,NA,NA,NA
"16",1804,"Latin America & Caribbean",NA,NA,-1.06251436205451,NA,NA,NA,-0.898335002730271,NA,NA,-0.966168999031487,NA,NA,NA,NA,NA,NA,NA,NA
"17",1805,"Latin America & Caribbean",NA,NA,-1.06251436205451,NA,NA,NA,-0.887794363442927,NA,NA,-0.966168999031487,NA,NA,NA,NA,NA,NA,NA,NA
"18",1806,"Latin America & Caribbean",NA,NA,-1.06251436205451,NA,NA,NA,-0.88146997987052,NA,NA,-0.966168999031487,NA,NA,NA,NA,NA,NA,NA,NA
"19",1807,"Latin America & Caribbean",NA,NA,-1.06251436205451,NA,NA,NA,-0.88146997987052,NA,NA,-0.966168999031487,NA,NA,NA,NA,NA,NA,NA,NA
"20",1808,"Latin America & Caribbean",NA,NA,-1.06251436205451,NA,NA,NA,-0.88146997987052,NA,NA,-0.886462059968648,NA,NA,NA,NA,NA,NA,NA,NA
"21",1809,"Latin America & Caribbean",NA,NA,-1.06251436205451,NA,NA,NA,-0.88146997987052,NA,NA,-0.886462059968648,NA,NA,NA,NA,NA,NA,NA,NA
"22",1810,"Latin America & Caribbean",NA,NA,-0.76885397666937,NA,NA,NA,-0.88146997987052,NA,NA,-0.684876571924662,NA,NA,NA,NA,NA,NA,NA,NA
"23",1811,"Latin America & Caribbean",NA,NA,-0.602835959690091,NA,NA,NA,-0.893867779413254,NA,NA,-0.684778788548342,NA,NA,NA,NA,NA,NA,NA,NA
"24",1812,"Latin America & Caribbean",NA,NA,-0.636938927190653,NA,NA,NA,-0.856661832404949,NA,NA,-0.684778788548342,NA,NA,NA,NA,NA,NA,NA,NA
"25",1813,"Latin America & Caribbean",NA,NA,-0.581600062749556,NA,NA,NA,-0.856661832404949,NA,NA,-0.734816902499546,NA,NA,NA,NA,NA,NA,NA,NA
"26",1814,"Latin America & Caribbean",NA,NA,-0.608621235659756,NA,NA,NA,-0.881884076413952,NA,NA,-0.837084826767743,NA,NA,NA,NA,NA,NA,NA,NA
"27",1815,"Latin America & Caribbean",NA,NA,-0.626171069611741,NA,NA,NA,-0.888095524565422,NA,NA,-0.837084826767743,NA,NA,NA,NA,NA,NA,NA,NA
"28",1816,"Latin America & Caribbean",NA,NA,-0.626171069611741,NA,NA,NA,-0.888095524565422,NA,NA,-0.837084826767743,NA,NA,NA,NA,NA,NA,NA,NA
"29",1817,"Latin America & Caribbean",NA,NA,-0.626171069611741,NA,NA,NA,-0.888095524565422,NA,NA,-0.837084826767743,NA,NA,NA,NA,NA,NA,NA,NA
"30",1818,"Latin America & Caribbean",NA,NA,-0.607715887082868,NA,NA,NA,-0.888095524565422,NA,NA,-0.81516786310987,NA,NA,NA,NA,NA,NA,NA,NA
"31",1819,"Latin America & Caribbean",NA,NA,-0.607715887082868,NA,NA,NA,-0.856661832404949,NA,NA,-0.81516786310987,NA,NA,NA,NA,NA,NA,NA,NA
"32",1820,"Latin America & Caribbean",NA,NA,-0.603564544906886,NA,NA,NA,-0.856661832404949,NA,NA,-0.860313436404525,NA,NA,NA,NA,NA,NA,NA,NA
"33",1821,"Latin America & Caribbean",NA,NA,-0.435125655851478,NA,NA,NA,-0.856661832404949,NA,NA,-0.618555839895939,NA,NA,NA,NA,NA,NA,NA,NA
"34",1822,"Latin America & Caribbean",NA,NA,-0.397223561564984,NA,NA,NA,-0.928940501803882,NA,NA,-0.572530216214407,NA,NA,NA,NA,NA,NA,NA,NA
"35",1823,"Latin America & Caribbean",NA,NA,-0.41862341044048,NA,NA,NA,-0.806405570088503,NA,NA,-0.439784225099517,NA,NA,NA,NA,NA,NA,NA,NA
"36",1824,"Latin America & Caribbean",NA,NA,-0.41862341044048,NA,NA,NA,-0.910682608752589,NA,NA,-0.439784225099517,NA,NA,NA,NA,NA,NA,NA,NA
"37",1825,"Latin America & Caribbean",NA,NA,-0.475314087737199,NA,NA,NA,-0.791389341897405,NA,NA,-0.440921659316018,NA,NA,NA,NA,NA,NA,NA,NA
"38",1826,"Latin America & Caribbean",NA,NA,-0.475314087737199,NA,NA,NA,-0.499748257107404,NA,NA,-0.440921659316018,NA,NA,NA,NA,NA,NA,NA,NA
"39",1827,"Latin America & Caribbean",NA,NA,-0.475314087737199,NA,NA,NA,-0.500501159913643,NA,NA,-0.440921659316018,NA,NA,NA,NA,NA,NA,NA,NA
"40",1828,"Latin America & Caribbean",NA,NA,-0.525050487851346,NA,NA,NA,-0.542362555940525,NA,NA,-0.440921659316018,NA,NA,NA,NA,NA,NA,NA,NA
"41",1829,"Latin America & Caribbean",NA,NA,-0.525050487851346,NA,NA,NA,-0.544320103236747,NA,NA,-0.418760237217346,NA,NA,NA,NA,NA,NA,NA,NA
"42",1830,"Latin America & Caribbean",NA,NA,-0.589796527766708,NA,NA,NA,-0.586249944973287,NA,NA,-0.382522183588376,NA,NA,NA,NA,NA,NA,NA,NA
"43",1831,"Latin America & Caribbean",NA,NA,-0.589796527766708,NA,NA,NA,-0.56900162613945,NA,NA,-0.413598511289203,NA,NA,NA,NA,NA,NA,NA,NA
"44",1832,"Latin America & Caribbean",NA,NA,-0.589796527766708,NA,NA,NA,-0.545524747726729,NA,NA,-0.413598511289203,NA,NA,NA,NA,NA,NA,NA,NA
"45",1833,"Latin America & Caribbean",NA,NA,-0.589796527766708,NA,NA,NA,-0.538623138669539,NA,NA,-0.413598511289203,NA,NA,NA,NA,NA,NA,NA,NA
"46",1834,"Latin America & Caribbean",NA,NA,-0.589796527766708,NA,NA,NA,-0.547657972344406,NA,NA,-0.413598511289203,NA,NA,NA,NA,NA,NA,NA,NA
"47",1835,"Latin America & Caribbean",NA,NA,-0.589796527766708,NA,NA,NA,-0.560959255254626,NA,NA,-0.413598511289203,NA,NA,NA,NA,NA,NA,NA,NA
"48",1836,"Latin America & Caribbean",NA,NA,-0.589796527766708,NA,NA,NA,-0.648295980778337,NA,NA,-0.413598511289203,NA,NA,NA,NA,NA,NA,NA,NA
"49",1837,"Latin America & Caribbean",NA,NA,-0.589796527766708,NA,NA,NA,-0.604593395161652,NA,NA,-0.413598511289203,NA,NA,NA,NA,NA,NA,NA,NA
"50",1838,"Latin America & Caribbean",NA,NA,-0.548920546804484,NA,NA,NA,-0.557049952222232,NA,NA,-0.52507530678322,NA,NA,NA,NA,NA,NA,NA,NA
"51",1839,"Latin America & Caribbean",NA,NA,-0.548920546804484,NA,NA,NA,-0.559482407442388,NA,NA,-0.52507530678322,NA,NA,NA,NA,NA,NA,NA,NA
"52",1840,"Latin America & Caribbean",NA,NA,-0.574257556117132,NA,NA,NA,-0.555775809011674,NA,NA,-0.521077802471605,NA,NA,NA,NA,NA,NA,NA,NA
"53",1841,"Latin America & Caribbean",NA,NA,-0.59827548791834,NA,NA,NA,-0.558903251437589,NA,NA,-0.493321934905904,NA,NA,NA,NA,NA,NA,NA,NA
"54",1842,"Latin America & Caribbean",NA,NA,-0.59827548791834,NA,NA,NA,-0.613662451691348,NA,NA,-0.493321934905904,NA,NA,NA,NA,NA,NA,NA,NA
"55",1843,"Latin America & Caribbean",NA,NA,-0.59827548791834,NA,NA,NA,-0.595341816739535,NA,NA,-0.493321934905904,NA,NA,NA,NA,NA,NA,NA,NA
"56",1844,"Latin America & Caribbean",NA,NA,-0.561606768518809,NA,NA,NA,-0.594839881535376,NA,NA,-0.474670529818774,NA,NA,NA,NA,NA,NA,NA,NA
"57",1845,"Latin America & Caribbean",NA,NA,-0.557448049093759,NA,NA,NA,-0.570138877930693,NA,NA,-0.487378819434484,NA,NA,NA,NA,NA,NA,NA,NA
"58",1846,"Latin America & Caribbean",NA,NA,-0.557448049093759,NA,NA,NA,-0.570602202734532,NA,NA,-0.487378819434484,NA,NA,NA,NA,NA,NA,NA,NA
"59",1847,"Latin America & Caribbean",NA,NA,-0.557448049093759,NA,NA,NA,-0.582542469033474,NA,NA,-0.52095525282776,NA,NA,NA,NA,NA,NA,NA,NA
"60",1848,"Latin America & Caribbean",NA,NA,-0.475469348084933,NA,NA,NA,-0.545235169724329,NA,NA,-0.482635172158574,NA,NA,NA,NA,NA,NA,NA,NA
"61",1849,"Latin America & Caribbean",NA,NA,-0.489176971820898,NA,NA,NA,-0.499221225143037,NA,NA,-0.482635172158574,NA,NA,NA,NA,NA,NA,NA,NA
"62",1850,"Latin America & Caribbean",NA,NA,-0.453928796499845,NA,NA,NA,-0.535737011245623,NA,NA,-0.482635172158574,NA,NA,NA,NA,NA,NA,NA,NA
"63",1851,"Latin America & Caribbean",NA,NA,-0.453928796499845,NA,NA,NA,-0.500727030755515,NA,NA,-0.474338669721282,NA,NA,NA,NA,NA,NA,NA,NA
"64",1852,"Latin America & Caribbean",NA,NA,-0.451002607211163,NA,NA,NA,-0.47017655150236,NA,NA,-0.474338669721282,NA,NA,NA,NA,NA,NA,NA,NA
"65",1853,"Latin America & Caribbean",NA,NA,-0.451002607211163,NA,NA,NA,-0.489809940065051,NA,NA,-0.474338669721282,NA,NA,NA,NA,NA,NA,NA,NA
"66",1854,"Latin America & Caribbean",NA,NA,-0.451002607211163,NA,NA,NA,-0.46320737424461,NA,NA,-0.474338669721282,NA,NA,NA,NA,NA,NA,NA,NA
"67",1855,"Latin America & Caribbean",NA,NA,-0.451002607211163,NA,NA,NA,-0.440118354853285,NA,NA,-0.474338669721282,NA,NA,NA,NA,NA,NA,NA,NA
"68",1856,"Latin America & Caribbean",NA,NA,-0.552496083796852,NA,NA,NA,-0.440243838654324,NA,NA,-0.526440705027475,NA,NA,NA,NA,NA,NA,NA,NA
"69",1857,"Latin America & Caribbean",NA,NA,-0.552496083796852,NA,NA,NA,-0.459066408810297,NA,NA,-0.526440705027475,NA,NA,NA,NA,NA,NA,NA,NA
"70",1858,"Latin America & Caribbean",NA,NA,-0.552496083796852,NA,NA,NA,-0.47017655150236,NA,NA,-0.553204245831068,NA,NA,NA,NA,NA,NA,NA,NA
"71",1859,"Latin America & Caribbean",NA,NA,-0.552496083796852,NA,NA,NA,-0.485466270029058,NA,NA,-0.553204245831068,NA,NA,NA,NA,NA,NA,NA,NA
"72",1860,"Latin America & Caribbean",NA,NA,-0.581385052230086,NA,NA,NA,-0.486672845039056,NA,NA,-0.536435550316636,NA,NA,NA,NA,NA,NA,NA,NA
"73",1861,"Latin America & Caribbean",NA,NA,-0.581385052230086,NA,NA,NA,-0.44990609133439,NA,NA,-0.517129101115503,NA,NA,NA,NA,NA,NA,NA,NA
"74",1862,"Latin America & Caribbean",NA,NA,-0.558996606393289,NA,NA,NA,-0.442753514675121,NA,NA,-0.503639964211576,NA,NA,NA,NA,NA,NA,NA,NA
"75",1863,"Latin America & Caribbean",NA,NA,-0.558996606393289,NA,NA,NA,-0.406469390974454,NA,NA,-0.458448427406093,NA,NA,NA,NA,NA,NA,NA,NA
"76",1864,"Latin America & Caribbean",NA,NA,-0.58100148102098,NA,NA,NA,-0.471334863511958,NA,NA,-0.472445115047359,NA,NA,NA,NA,NA,NA,NA,NA
"77",1865,"Latin America & Caribbean",NA,NA,-0.58100148102098,NA,NA,NA,-0.491605323679928,NA,NA,-0.472445115047359,NA,NA,NA,NA,NA,NA,NA,NA
"78",1866,"Latin America & Caribbean",NA,NA,-0.58100148102098,NA,NA,NA,-0.491141998876089,NA,NA,-0.472445115047359,NA,NA,NA,NA,NA,NA,NA,NA
"79",1867,"Latin America & Caribbean",NA,NA,-0.58100148102098,NA,NA,NA,-0.496006909316402,NA,NA,-0.472445115047359,NA,NA,NA,NA,NA,NA,NA,NA
"80",1868,"Latin America & Caribbean",NA,NA,-0.58100148102098,NA,NA,NA,-0.494964428507764,NA,NA,-0.499560037130649,NA,NA,NA,NA,NA,NA,NA,NA
"81",1869,"Latin America & Caribbean",NA,NA,-0.549306386373756,NA,NA,NA,-0.452686040157426,NA,NA,-0.499560037130649,NA,NA,NA,NA,NA,NA,NA,NA
"82",1870,"Latin America & Caribbean",NA,NA,-0.538122257434544,NA,NA,NA,-0.510254147034461,NA,NA,-0.467213438216314,NA,NA,NA,NA,NA,NA,NA,NA
"83",1871,"Latin America & Caribbean",NA,NA,-0.555616819690341,NA,NA,NA,-0.465717050265407,NA,NA,-0.385653938962184,NA,NA,NA,NA,NA,NA,NA,NA
"84",1872,"Latin America & Caribbean",NA,NA,-0.555616819690341,NA,NA,NA,-0.469365733095641,NA,NA,-0.385653938962184,NA,NA,NA,NA,NA,NA,NA,NA
"85",1873,"Latin America & Caribbean",NA,NA,-0.555616819690341,NA,NA,NA,-0.449095272927671,NA,NA,-0.385653938962184,NA,NA,NA,NA,NA,NA,NA,NA
"86",1874,"Latin America & Caribbean",NA,NA,-0.555616819690341,NA,NA,NA,-0.462068367435172,NA,NA,-0.385653938962184,NA,NA,NA,NA,NA,NA,NA,NA
"87",1875,"Latin America & Caribbean",NA,NA,-0.542474458788848,NA,NA,NA,-0.464616653856288,NA,NA,-0.385653938962184,NA,NA,NA,NA,NA,NA,NA,NA
"88",1876,"Latin America & Caribbean",NA,NA,-0.57069722459574,NA,NA,NA,-0.467330413421633,NA,NA,-0.386063883788497,NA,NA,NA,NA,NA,NA,NA,NA
"89",1877,"Latin America & Caribbean",NA,NA,-0.61341450408255,NA,NA,NA,-0.520794786321805,NA,NA,-0.386063883788497,NA,NA,NA,NA,NA,NA,NA,NA
"90",1878,"Latin America & Caribbean",NA,NA,-0.61341450408255,NA,NA,NA,-0.517088187891091,NA,NA,-0.372633310431187,NA,NA,NA,NA,NA,NA,NA,NA
"91",1879,"Latin America & Caribbean",NA,NA,-0.61341450408255,NA,NA,NA,-0.489057037258812,NA,NA,-0.372633310431187,NA,NA,NA,NA,NA,NA,NA,NA
"92",1880,"Latin America & Caribbean",NA,NA,-0.620338973804842,NA,NA,NA,-0.430214787171219,NA,NA,-0.359202737073877,NA,NA,NA,NA,NA,NA,NA,NA
"93",1881,"Latin America & Caribbean",NA,NA,-0.620338973804842,NA,NA,NA,-0.424770720726107,NA,NA,-0.359202737073877,NA,NA,NA,NA,NA,NA,NA,NA
"94",1882,"Latin America & Caribbean",NA,NA,-0.620338973804842,NA,NA,NA,-0.386430593208404,NA,NA,-0.339330173588787,NA,NA,NA,NA,NA,NA,NA,NA
"95",1883,"Latin America & Caribbean",NA,NA,-0.620338973804842,NA,NA,NA,-0.380754864361372,NA,NA,-0.258258703889792,NA,NA,NA,NA,NA,NA,NA,NA
"96",1884,"Latin America & Caribbean",NA,NA,-0.620338973804842,NA,NA,NA,-0.381565682768091,NA,NA,-0.242895533494148,NA,NA,NA,NA,NA,NA,NA,NA
"97",1885,"Latin America & Caribbean",NA,NA,-0.565160021941193,NA,NA,NA,-0.367409455279358,NA,NA,-0.242895533494148,NA,NA,NA,NA,NA,NA,NA,NA
"98",1886,"Latin America & Caribbean",NA,NA,-0.565160021941193,NA,NA,NA,-0.393727958868873,NA,NA,-0.324786892845769,NA,NA,NA,NA,NA,NA,NA,NA
"99",1887,"Latin America & Caribbean",NA,NA,-0.541850662744105,NA,NA,NA,-0.388168061222801,NA,NA,-0.324786892845769,NA,NA,NA,NA,NA,NA,NA,NA
"100",1888,"Latin America & Caribbean",NA,NA,-0.531045125883109,NA,NA,NA,-0.383882306787288,NA,NA,-0.245726104913929,NA,NA,NA,NA,NA,NA,NA,NA
"101",1889,"Latin America & Caribbean",NA,NA,-0.531045125883109,NA,NA,NA,-0.385503943600725,NA,NA,-0.245726104913929,NA,NA,NA,NA,NA,NA,NA,NA
"102",1890,"Latin America & Caribbean",NA,NA,-0.531045125883109,NA,NA,NA,-0.354939950707458,NA,NA,-0.246506952202145,NA,NA,NA,NA,NA,NA,NA,NA
"103",1891,"Latin America & Caribbean",NA,NA,-0.531045125883109,NA,NA,NA,-0.278746186716083,NA,NA,-0.246506952202145,NA,NA,NA,NA,NA,NA,NA,NA
"104",1892,"Latin America & Caribbean",NA,NA,-0.531045125883109,NA,NA,NA,-0.232143433529912,NA,NA,-0.246506952202145,NA,NA,NA,NA,NA,NA,NA,NA
"105",1893,"Latin America & Caribbean",NA,NA,-0.521294341988453,NA,NA,NA,-0.222529443850246,NA,NA,-0.246506952202145,NA,NA,NA,NA,NA,NA,NA,NA
"106",1894,"Latin America & Caribbean",NA,NA,-0.49301044606312,NA,NA,NA,-0.266520479243347,NA,NA,-0.246506952202145,NA,NA,NA,NA,NA,NA,NA,NA
"107",1895,"Latin America & Caribbean",NA,NA,-0.446431567886801,NA,NA,NA,-0.258668778549713,NA,NA,-0.246506952202145,NA,NA,NA,NA,NA,NA,NA,NA
"108",1896,"Latin America & Caribbean",NA,NA,-0.529063259064182,NA,NA,NA,-0.226724188056434,NA,NA,-0.246506952202145,NA,NA,NA,NA,NA,NA,NA,NA
"109",1897,"Latin America & Caribbean",NA,NA,-0.529063259064182,NA,NA,NA,-0.268026284855825,NA,NA,-0.246506952202145,NA,NA,NA,NA,NA,NA,NA,NA
"110",1898,"Latin America & Caribbean",NA,NA,-0.601679345335561,NA,NA,NA,-0.263723983105888,NA,NA,-0.206156668583599,NA,NA,NA,NA,NA,NA,NA,NA
"111",1899,"Latin America & Caribbean",NA,NA,-0.635406328858784,NA,NA,NA,-0.263401310474643,NA,NA,-0.159442479566094,NA,NA,NA,NA,NA,NA,NA,NA
"112",1900,"Latin America & Caribbean",NA,NA,-0.627460339167033,-0.0477823249960655,NA,NA,-0.27016765777227,NA,NA,-0.102442254291532,NA,NA,NA,NA,NA,-1.16204347826087,NA,NA
"113",1901,"Latin America & Caribbean",NA,NA,-0.627460339167033,-0.0482909738961906,NA,NA,-0.195424942825646,NA,NA,-0.102442254291532,NA,NA,NA,NA,NA,-1.17517391304348,NA,NA
"114",1902,"Latin America & Caribbean",NA,NA,-0.615273788368014,-0.0078948103943989,NA,NA,-0.199615010616889,NA,NA,-0.102442254291532,NA,NA,NA,NA,NA,-1.18475,NA,NA
"115",1903,"Latin America & Caribbean",NA,NA,-0.594915335273589,0.0139759748247606,NA,NA,-0.183860355721817,NA,NA,-0.102374255506849,NA,NA,NA,NA,NA,-1.01604,NA,NA
"116",1904,"Latin America & Caribbean",NA,NA,-0.594915335273589,0.00846684482831476,NA,NA,-0.175608540965439,NA,NA,-0.104213931717886,NA,NA,NA,NA,NA,-1.00892,NA,NA
"117",1905,"Latin America & Caribbean",NA,NA,-0.586783625640531,0.0342895622633933,NA,NA,-0.197432683642283,NA,NA,-0.102374255506849,NA,NA,NA,NA,NA,-1.1446,NA,NA
"118",1906,"Latin America & Caribbean",NA,NA,-0.586783625640531,0.0362039317602278,NA,NA,-0.210121605603429,NA,NA,-0.102344583309897,NA,NA,NA,NA,NA,-1.20752,NA,NA
"119",1907,"Latin America & Caribbean",NA,NA,-0.586783625640531,0.0356721624555515,NA,NA,-0.224517107258717,NA,NA,-0.0990361333497273,NA,NA,NA,NA,NA,-1.19796,NA,NA
"120",1908,"Latin America & Caribbean",NA,NA,-0.586783625640531,0.0441804713303714,NA,NA,-0.225541055075202,NA,NA,-0.0990361333497273,NA,NA,NA,NA,NA,-1.22384,NA,NA
"121",1909,"Latin America & Caribbean",NA,NA,-0.593242964801885,0.0451376560787887,NA,NA,-0.217289240318823,NA,NA,-0.0990361333497273,NA,NA,NA,NA,NA,-1.18304,NA,NA
"122",1910,"Latin America & Caribbean",NA,NA,-0.58878657336026,0.0459459454218966,NA,NA,-0.192714492723186,NA,NA,-0.101721467173901,NA,NA,NA,NA,NA,-0.90284,NA,NA
"123",1911,"Latin America & Caribbean",NA,NA,-0.58878657336026,0.036289014848976,NA,NA,-0.171753678597496,NA,NA,-0.0815888815418357,NA,NA,NA,NA,NA,-1.00928,NA,NA
"124",1912,"Latin America & Caribbean",NA,NA,-0.55125370769718,0.055496522133882,NA,NA,-0.150491703349309,NA,NA,-0.071678367759802,NA,NA,NA,NA,NA,-0.88444,NA,NA
"125",1913,"Latin America & Caribbean",NA,NA,-0.558403475034926,0.0583893471513208,NA,NA,-0.148744968838835,NA,NA,-0.0700909052228594,NA,NA,NA,NA,NA,-0.93604,NA,NA
"126",1914,"Latin America & Caribbean",NA,NA,-0.570846525058342,0.0501362875427454,NA,NA,-0.165308830576091,NA,NA,-0.0700909052228594,NA,NA,NA,NA,NA,-0.85408,NA,NA
"127",1915,"Latin America & Caribbean",NA,NA,-0.565957471667253,0.0637708525146444,NA,NA,-0.178620152190394,NA,NA,-0.0882651258560799,NA,NA,NA,NA,NA,-0.9432,NA,NA
"128",1916,"Latin America & Caribbean",NA,NA,-0.553580041294105,0.051667783140213,NA,NA,-0.134530163857045,NA,NA,-0.107833939746054,NA,NA,NA,NA,NA,-0.89036,NA,NA
"129",1917,"Latin America & Caribbean",NA,NA,-0.517179301389388,0.031162758751897,NA,NA,-0.116219567609315,NA,NA,-0.101202203727238,NA,NA,NA,NA,NA,-0.78932,NA,NA
"130",1918,"Latin America & Caribbean",NA,NA,-0.486958677487488,0.0319497773228178,NA,NA,-0.118689088813779,NA,NA,-0.101202203727238,NA,NA,NA,NA,NA,-0.78068,NA,NA
"131",1919,"Latin America & Caribbean",NA,NA,-0.481856096539867,0.0319710480950049,NA,NA,-0.11525585201733,NA,NA,-0.0983388367213507,NA,NA,NA,NA,NA,-0.66652,NA,NA
"132",1920,"Latin America & Caribbean",NA,NA,-0.43702593349109,0.0660893666830328,NA,NA,-0.171874143046494,NA,NA,-0.104644178573693,NA,NA,NA,NA,NA,-0.82656,NA,NA
"133",1921,"Latin America & Caribbean",NA,NA,-0.454832478193156,0.0830155836508778,NA,NA,-0.167898816229553,NA,NA,-0.0934132520272861,NA,NA,NA,NA,NA,-0.81864,NA,NA
"134",1922,"Latin America & Caribbean",NA,NA,-0.454832478193156,0.0821957726395019,NA,NA,-0.165670223923085,NA,NA,-0.0934132520272861,NA,NA,NA,NA,NA,-0.81732,NA,NA
"135",1923,"Latin America & Caribbean",NA,NA,-0.454832478193156,0.0948474506799243,NA,NA,-0.166935100637567,NA,NA,-0.0934132520272861,NA,NA,NA,NA,NA,-0.88692,NA,NA
"136",1924,"Latin America & Caribbean",NA,NA,-0.44613308317062,0.0911693796559136,NA,NA,-0.164826972780098,NA,NA,-0.0934132520272861,NA,NA,NA,NA,NA,-0.79324,NA,NA
"137",1925,"Latin America & Caribbean",NA,NA,-0.443742962927635,0.09757276836639,NA,NA,-0.126519277998663,NA,NA,-0.0745268986672129,NA,NA,NA,NA,NA,-0.81712,NA,NA
"138",1926,"Latin America & Caribbean",NA,NA,-0.437252938069553,0.111864068429564,NA,NA,-0.151455418941295,NA,NA,-0.0606106382966325,NA,NA,NA,NA,NA,-0.90124,NA,NA
"139",1927,"Latin America & Caribbean",NA,NA,-0.437252938069553,0.112838978821471,NA,NA,-0.110678202955397,NA,NA,-0.0524656202332546,NA,NA,NA,NA,NA,-0.82396,NA,NA
"140",1928,"Latin America & Caribbean",NA,NA,-0.426865829726948,0.113038392310724,NA,NA,-0.117604908772795,NA,NA,-0.068518278784393,NA,NA,NA,NA,NA,-0.83772,NA,NA
"141",1929,"Latin America & Caribbean",NA,NA,-0.392537819190017,0.10579303553451,NA,NA,-0.095981540177614,NA,NA,-0.0589193230703574,NA,NA,NA,NA,NA,-0.92196,NA,NA
"142",1930,"Latin America & Caribbean",NA,NA,-0.431022922172958,0.00830199634386512,NA,NA,-0.0992943125250651,NA,NA,-0.0520353733774477,NA,NA,NA,NA,NA,-0.63632,NA,NA
"143",1931,"Latin America & Caribbean",NA,NA,-0.435025745109865,-0.0499488995725454,NA,NA,-0.172356000842487,NA,NA,-0.129197921551635,NA,NA,NA,NA,NA,-0.75552,NA,NA
"144",1932,"Latin America & Caribbean",NA,NA,-0.427850435744643,-0.0451186617217361,NA,NA,-0.124832775712688,NA,NA,-0.155813882217756,NA,NA,NA,NA,NA,-0.5436,NA,NA
"145",1933,"Latin America & Caribbean",NA,NA,-0.468780884408741,-0.0910723924675085,NA,NA,-0.1172435154258,NA,NA,-0.179596148074941,NA,NA,NA,NA,NA,-0.55912,NA,NA
"146",1934,"Latin America & Caribbean",NA,NA,-0.475853937504666,-0.0616035101666997,NA,NA,-0.127723922488646,NA,NA,-0.143277379005453,NA,NA,NA,NA,NA,-0.71336,NA,NA
"147",1935,"Latin America & Caribbean",NA,NA,-0.475853937504666,-0.0522753902805039,NA,NA,-0.137842936204496,NA,NA,-0.157460689148603,NA,NA,NA,NA,NA,-0.8124,NA,NA
"148",1936,"Latin America & Caribbean",NA,NA,-0.454202084395387,-0.00902482016683587,NA,NA,-0.138505490673986,NA,NA,-0.124480042236236,NA,NA,NA,NA,NA,-0.65696,NA,NA
"149",1937,"Latin America & Caribbean",NA,NA,-0.432926028875992,0.00147762360051998,NA,NA,-0.108991700669422,NA,NA,-0.133025634958469,NA,NA,NA,NA,NA,-0.58352,NA,NA
