"","year","wbregion","social_capital","absence_exclusion","absence_capture","vdeminformal","btiinformal","informal_channels","vdeminstitutional","btiinstitutional","institutional_channels","vdemcso","bticso","intermediary_channels","civil_capacity","quality_interface","resilience","v2cagenmob","percept_civicspace","natgov_confidence"
"387",1940,"Europe & Central Asia",NA,NA,0.788279597067616,-0.58375154008366,NA,NA,0.190563229172823,NA,NA,-0.173782595412826,NA,NA,NA,NA,NA,-0.7465,NA,NA
"388",1941,"Europe & Central Asia",NA,NA,0.717094670301512,-0.654730622159826,NA,NA,0.0331886164116044,NA,NA,-0.278205866178309,NA,NA,NA,NA,NA,-0.497703703703704,NA,NA
"389",1942,"Europe & Central Asia",NA,NA,0.703620148556206,-0.686301962730049,NA,NA,-0.0118779944189804,NA,NA,-0.297731231494174,NA,NA,NA,NA,NA,-0.593703703703704,NA,NA
"390",1943,"Europe & Central Asia",NA,NA,0.703620148556206,-0.683249213018019,NA,NA,-0.0208052705500987,NA,NA,-0.275715521076964,NA,NA,NA,NA,NA,-0.658888888888889,NA,NA
"391",1944,"Europe & Central Asia",NA,NA,0.732119264342901,-0.679864459189842,NA,NA,-0.0747527965015653,NA,NA,-0.2979089175258,NA,NA,NA,NA,NA,-0.498464285714286,NA,NA
"392",1945,"Europe & Central Asia",NA,NA,1.1764999562074,-0.322714169484316,NA,NA,0.209971390400314,NA,NA,0.053635562246256,NA,NA,NA,NA,NA,-0.661038461538462,NA,NA
"393",1946,"Europe & Central Asia",NA,NA,1.36243523076796,0.128594348861301,NA,NA,0.666676655607,NA,NA,0.539737581389976,NA,NA,NA,NA,NA,-0.496269230769231,NA,NA
"394",1947,"Europe & Central Asia",NA,NA,1.38720997143552,0.104071602849501,NA,NA,0.752897969565912,NA,NA,0.509625796334783,NA,NA,NA,NA,NA,-0.484692307692308,NA,NA
"395",1948,"Europe & Central Asia",NA,NA,1.37355587105282,0.0184976501277539,NA,NA,0.748715176197918,NA,NA,0.452218337509214,NA,NA,NA,NA,NA,-0.582307692307692,NA,NA
"396",1949,"Europe & Central Asia",NA,NA,1.39263747131722,0.0827743179478302,NA,NA,0.729354818323204,NA,NA,0.476315713463265,NA,NA,NA,NA,NA,-0.649962962962963,NA,NA
"397",1950,"Europe & Central Asia",NA,NA,1.39846137266888,0.163209349069971,NA,NA,0.750920105844761,NA,NA,0.497086251329803,NA,NA,NA,NA,NA,-0.718148148148148,NA,NA
"398",1951,"Europe & Central Asia",NA,NA,1.39325576340243,0.171402535393871,NA,NA,0.758341576363401,NA,NA,0.491178304972357,NA,NA,NA,NA,NA,-0.787962962962963,NA,NA
"399",1952,"Europe & Central Asia",NA,NA,1.39316000537988,0.176267239773687,NA,NA,0.758180240047778,NA,NA,0.491178304972357,NA,NA,NA,NA,NA,-0.881148148148148,NA,NA
"400",1953,"Europe & Central Asia",NA,NA,1.39547513160627,0.176838399397228,NA,NA,0.767430188810142,NA,NA,0.491178304972357,NA,NA,NA,NA,NA,-0.763814814814815,NA,NA
"401",1954,"Europe & Central Asia",NA,NA,1.39956536714114,0.181112248994071,NA,NA,0.773883641435047,NA,NA,0.508319297318849,NA,NA,NA,NA,NA,-0.797703703703704,NA,NA
"402",1955,"Europe & Central Asia",NA,NA,1.4010564563495,0.159841476807021,NA,NA,0.773883641435047,NA,NA,0.508319297318849,NA,NA,NA,NA,NA,-0.600740740740741,NA,NA
"403",1956,"Europe & Central Asia",NA,NA,1.4010564563495,0.186154209808779,NA,NA,0.759578488116508,NA,NA,0.508319297318849,NA,NA,NA,NA,NA,-0.301703703703704,NA,NA
"404",1957,"Europe & Central Asia",NA,NA,1.39412477664208,0.206696261096828,NA,NA,0.764418577585186,NA,NA,0.508319297318849,NA,NA,NA,NA,NA,-0.713296296296296,NA,NA
"405",1958,"Europe & Central Asia",NA,NA,1.39412477664208,0.198778807004982,NA,NA,0.764526135128935,NA,NA,0.508319297318849,NA,NA,NA,NA,NA,-0.607222222222222,NA,NA
"406",1959,"Europe & Central Asia",NA,NA,1.39412477664208,0.210832244577643,NA,NA,0.767430188810142,NA,NA,0.508319297318849,NA,NA,NA,NA,NA,-0.707555555555555,NA,NA
"407",1960,"Europe & Central Asia",NA,NA,1.45616224867747,0.301804185996146,NA,NA,0.776034792310015,NA,NA,0.552363964669766,NA,NA,NA,NA,NA,-0.762148148148148,NA,NA
"408",1961,"Europe & Central Asia",NA,NA,1.46560585552271,0.316811897483676,NA,NA,0.770388021263223,NA,NA,0.583983399546951,NA,NA,NA,NA,NA,-0.754333333333334,NA,NA
"409",1962,"Europe & Central Asia",NA,NA,1.46560585552271,0.324315753227441,NA,NA,0.794265795975371,NA,NA,0.613589363916665,NA,NA,NA,NA,NA,-0.760851851851852,NA,NA
"410",1963,"Europe & Central Asia",NA,NA,1.46393458096874,0.346571283386113,NA,NA,0.831534484884196,NA,NA,0.603323313631865,NA,NA,NA,NA,NA,-0.682037037037037,NA,NA
"411",1964,"Europe & Central Asia",NA,NA,1.46124418211322,0.343498838514651,NA,NA,0.834546096109151,NA,NA,0.608078813054114,NA,NA,NA,NA,NA,-0.747185185185185,NA,NA
"412",1965,"Europe & Central Asia",NA,NA,1.46124418211322,0.338397792221645,NA,NA,0.83696614084349,NA,NA,0.629803100108401,NA,NA,NA,NA,NA,-0.677814814814815,NA,NA
"413",1966,"Europe & Central Asia",NA,NA,1.45475087955323,0.351396597447065,NA,NA,0.836535910668497,NA,NA,0.608939836626387,NA,NA,NA,NA,NA,-0.634407407407407,NA,NA
"414",1967,"Europe & Central Asia",NA,NA,1.45638280932831,0.308086941855099,NA,NA,0.769742676000733,NA,NA,0.599905712375763,NA,NA,NA,NA,NA,-0.463407407407407,NA,NA
"415",1968,"Europe & Central Asia",NA,NA,1.45638280932831,0.310056457798345,NA,NA,0.76753774635389,NA,NA,0.64010888994269,NA,NA,NA,NA,NA,0.187518518518518,NA,NA
"416",1969,"Europe & Central Asia",NA,NA,1.49299099495681,0.318682937629759,NA,NA,0.778831288447473,NA,NA,0.654123704396005,NA,NA,NA,NA,NA,-0.0307037037037037,NA,NA
"417",1970,"Europe & Central Asia",NA,NA,1.50628061491465,0.329672836593068,NA,NA,0.792437317731648,NA,NA,0.65250762938343,NA,NA,NA,NA,NA,-0.217185185185185,NA,NA
"418",1971,"Europe & Central Asia",NA,NA,1.50869766972521,0.324945998329279,NA,NA,0.79668584070971,NA,NA,0.63870475919406,NA,NA,NA,NA,NA,-0.31062962962963,NA,NA
"419",1972,"Europe & Central Asia",NA,NA,1.50869766972521,0.324768741894387,NA,NA,0.801041921231521,NA,NA,0.63870475919406,NA,NA,NA,NA,NA,-0.373,NA,NA
"420",1973,"Europe & Central Asia",NA,NA,1.5053871780883,0.331149973550502,NA,NA,0.806043347015822,NA,NA,0.63870475919406,NA,NA,NA,NA,NA,-0.290259259259259,NA,NA
"421",1974,"Europe & Central Asia",NA,NA,1.54778820966661,0.40305700063839,NA,NA,0.80383841736898,NA,NA,0.781502207026507,NA,NA,NA,NA,NA,-0.236925925925926,NA,NA
"422",1975,"Europe & Central Asia",NA,NA,1.5886874659301,0.536078107445182,NA,NA,0.913439554448612,NA,NA,0.855311796945096,NA,NA,NA,NA,NA,-0.282592592592593,NA,NA
"423",1976,"Europe & Central Asia",NA,NA,1.61763069680309,0.570446160654813,NA,NA,0.960926210013536,NA,NA,0.899223999131048,NA,NA,NA,NA,NA,-0.262851851851852,NA,NA
"424",1977,"Europe & Central Asia",NA,NA,1.64204605670643,0.603750675255092,NA,NA,0.999216695587971,NA,NA,0.941824796183845,NA,NA,NA,NA,NA,-0.292740740740741,NA,NA
"425",1978,"Europe & Central Asia",NA,NA,1.65881739037114,0.623780652397898,NA,NA,1.01459742434399,NA,NA,0.923796287232086,NA,NA,NA,NA,NA,-0.355518518518518,NA,NA
"426",1979,"Europe & Central Asia",NA,NA,1.6539953523138,0.633293414403773,NA,NA,1.06471923973075,NA,NA,0.90937083076738,NA,NA,NA,NA,NA,-0.250185185185185,NA,NA
"427",1980,"Europe & Central Asia",NA,NA,1.62648781703216,0.745695096081888,NA,NA,1.07585144550871,NA,NA,0.959760579520128,NA,NA,NA,NA,NA,-0.0132962962962963,NA,NA
"428",1981,"Europe & Central Asia",NA,NA,1.60778029727984,0.72812771726669,NA,NA,1.05611463623088,NA,NA,0.941255195974495,NA,NA,NA,NA,NA,-0.112148148148148,NA,NA
"429",1982,"Europe & Central Asia",NA,NA,1.61006064198362,0.71095916543,NA,NA,1.05923380499958,NA,NA,0.894322788027337,NA,NA,NA,NA,NA,-0.305703703703704,NA,NA
"430",1983,"Europe & Central Asia",NA,NA,1.61502637943899,0.729229239397805,NA,NA,1.06912909902444,NA,NA,0.894322788027337,NA,NA,NA,NA,NA,-0.319037037037037,NA,NA
"431",1984,"Europe & Central Asia",NA,NA,1.6191850135614,0.751221698498344,NA,NA,1.10166525600833,NA,NA,0.91077496151601,NA,NA,NA,NA,NA,-0.314037037037037,NA,NA
"432",1985,"Europe & Central Asia",NA,NA,1.6191850135614,0.784951065823523,NA,NA,1.10150391969271,NA,NA,0.91077496151601,NA,NA,NA,NA,NA,-0.423851851851852,NA,NA
"433",1986,"Europe & Central Asia",NA,NA,1.60823953513011,0.789338162587102,NA,NA,1.12651104861422,NA,NA,0.962290664170963,NA,NA,NA,NA,NA,-0.371481481481481,NA,NA
"434",1987,"Europe & Central Asia",NA,NA,1.58114354747684,0.807912104729008,NA,NA,1.12715639387671,NA,NA,0.983418857982906,NA,NA,NA,NA,NA,-0.386148148148148,NA,NA
"435",1988,"Europe & Central Asia",NA,NA,1.58114354747684,0.836798573029457,NA,NA,1.13522320965784,NA,NA,1.02856298620303,NA,NA,NA,NA,NA,-0.252703703703704,NA,NA
"436",1989,"Europe & Central Asia",NA,NA,1.59078272686654,0.900716326607913,NA,NA,1.13030708813237,NA,NA,1.10237577355664,NA,NA,NA,NA,NA,0.181107142857143,NA,NA
"437",1990,"Europe & Central Asia",NA,NA,1.36953187482754,0.973726077301586,NA,NA,0.969263170323151,NA,NA,0.949549979769499,NA,NA,NA,NA,NA,0.491285714285714,NA,NA
"438",1991,"Europe & Central Asia",NA,NA,1.35075857698456,1.03041873113599,NA,NA,0.995734221338161,NA,NA,0.964497828186316,NA,NA,NA,NA,NA,0.434477272727273,NA,NA
"439",1992,"Europe & Central Asia",NA,NA,1.29824647985611,1.0719851082248,NA,NA,1.04044864616318,NA,NA,1.00634512242538,NA,NA,NA,NA,NA,0.0124888888888889,NA,NA
"440",1993,"Europe & Central Asia",NA,NA,1.27344389230636,1.06921853045468,NA,NA,1.09803003987548,NA,NA,1.00836655799827,NA,NA,NA,NA,NA,-0.203260869565217,NA,NA
"441",1994,"Europe & Central Asia",NA,NA,1.26510534044451,1.05828897410751,NA,NA,1.09879896189036,NA,NA,1.00364741603619,NA,NA,NA,NA,NA,-0.373152173913043,NA,NA
"442",1995,"Europe & Central Asia",NA,NA,1.21429064598127,1.06249787158282,NA,NA,1.09261554735401,NA,NA,1.01430888893045,NA,NA,NA,NA,NA,-0.35454347826087,NA,NA
"443",1996,"Europe & Central Asia",NA,NA,1.18457745548915,1.0437275465518,NA,NA,1.11090948362475,NA,NA,1.00849282266615,NA,NA,NA,NA,NA,-0.328565217391304,NA,NA
"444",1997,"Europe & Central Asia",NA,NA,1.18939034185133,1.04487028484483,NA,NA,1.10430956966368,NA,NA,1.0183177921357,NA,NA,NA,NA,NA,-0.323282608695652,NA,NA
"445",1998,"Europe & Central Asia",NA,NA,1.18178384954177,1.05676273020335,NA,NA,1.09257216199727,NA,NA,1.02049585765666,NA,NA,NA,NA,NA,-0.364531914893617,NA,NA
"446",1999,"Europe & Central Asia",NA,NA,1.14317831666138,1.0592056584929,NA,NA,1.08300402216798,NA,NA,1.01303996122862,NA,NA,NA,NA,NA,-0.384333333333333,NA,NA
"447",2000,"Europe & Central Asia",NA,NA,1.12219597518084,1.10288670851988,NA,NA,1.09474315979995,NA,NA,1.06430776478913,NA,NA,NA,NA,NA,-0.42375,NA,NA
"448",2001,"Europe & Central Asia",NA,NA,1.11074191841617,1.11810182209449,NA,NA,1.09910692300346,NA,NA,1.06500415308495,NA,NA,NA,NA,NA,-0.4305,NA,NA
"449",2002,"Europe & Central Asia",NA,NA,1.1140400794475,1.12868294601407,NA,NA,1.12568900167271,NA,NA,1.06120429520995,NA,NA,NA,NA,NA,-0.4505625,NA,NA
"450",2003,"Europe & Central Asia",NA,NA,1.1404452605695,1.14227019437029,NA,NA,1.13435506662615,NA,NA,1.06706304022041,NA,NA,NA,NA,NA,-0.297395833333333,NA,NA
"451",2004,"Europe & Central Asia",NA,NA,1.14671894140507,1.12373423575015,NA,NA,1.15396127031515,NA,NA,1.09895308250602,NA,NA,NA,NA,NA,-0.42375,NA,NA
"452",2005,"Europe & Central Asia",0.133223351114125,0.781910139232589,1.13020560327955,1.11734215165924,0.55770262757242,0.445500693366064,1.16207418218646,NA,NA,1.10642411781006,0.360091294616472,0.101492133793321,0.465310088980698,NA,NA,-0.340229166666667,NA,NA
"453",2006,"Europe & Central Asia",NA,NA,1.13129321993166,1.1402299366299,NA,NA,1.16259660454181,NA,NA,1.10715078385787,NA,NA,NA,NA,NA,-0.489,NA,NA
"454",2007,"Europe & Central Asia",0.246014963011456,0.794814404946494,1.13113677027874,1.12409236609819,0.585430751101938,0.488594727409946,1.16142883692397,NA,NA,1.11290355673635,0.398896612366586,0.138161652969715,0.519023583141987,NA,NA,-0.383416666666667,NA,NA
"455",2008,"Europe & Central Asia",NA,NA,1.12776508197216,1.12392957957635,NA,NA,1.15331592505266,NA,NA,1.11571938767161,NA,NA,NA,NA,-0.237546133021763,-0.3893125,0.127836838210707,0.467101058725155
"456",2009,"Europe & Central Asia",0.303718776699435,0.788006935908147,1.13280868536044,1.11510655009264,0.484260570656397,0.424689003991662,1.15875526369365,NA,NA,1.14552026506978,0.442191801591921,0.196799687460306,0.539850983555839,NA,-2.72624268755266,-0.307854166666667,-1.36721140522427,0.428155729919672
"457",2010,"Europe & Central Asia",NA,NA,1.13257797175449,1.11374999574398,NA,NA,1.16440971742214,NA,NA,1.18414710717362,NA,NA,NA,NA,-0.33321953715277,-0.2003125,-0.0113307218072092,0.428332407346794
"458",2011,"Europe & Central Asia",0.343130832919755,0.768689994731244,1.13418946345056,1.12578534592533,0.403324426299964,0.397583230923148,1.17024855551134,NA,NA,1.18171731757626,0.485486990817256,0.256098783219305,0.548755901970027,NA,NA,-0.1663125,NA,0.405900527412693
"459",2012,"Europe & Central Asia",NA,NA,1.12590775359291,1.12555744479475,NA,NA,1.17160070748989,NA,NA,1.1857366891532,NA,NA,NA,NA,-0.399857922711708,-0.00722916666666662,-0.0447757485277376,0.399939958815989
"460",2013,"Europe & Central Asia",0.268690809895412,0.754759784625673,1.06165060241394,1.10754240304449,0.362856354121748,0.359858876822357,1.17393624272557,NA,NA,1.14477846014597,0.520123142197524,0.240788908484475,0.479754758210353,NA,-0.611619112890793,-0.0364375,-0.250169266846126,0.37224031670226
"461",2014,"Europe & Central Asia",NA,NA,1.064819439547,1.10516571982564,NA,NA,1.1767942003166,NA,NA,1.1454445706898,NA,NA,NA,NA,0.398241960937359,-0.0663125,1.07533292715326,0.402744101927332
"462",2015,"Europe & Central Asia",0.299045023848318,0.858657200329566,1.07862603364054,1.11788477339871,0.349366996729009,0.363238565518574,1.16957247952206,0.549406831139379,0.465314136087554,1.13938145085339,0.494146028662323,0.221138748076063,0.538487720899769,0.434069909424385,-0.348628422605741,-0.125,0.0426472560767754,0.43415357467408
"463",2016,"Europe & Central Asia",NA,NA,1.0700792343082,1.10282159391114,NA,NA,1.16960321024885,NA,NA,1.12178250750802,NA,NA,NA,NA,-0.420643344847238,-0.133583333333333,0.0120451983242169,0.418150225499024
"464",2017,"Europe & Central Asia",0.243428494080154,0.801690295349776,1.03408697441336,1.11460733809234,0.281920209765315,0.324777498058813,1.16923444152743,0.485815209947748,0.425935250886091,1.11108689161683,0.476827952972189,0.193533285259094,0.46728589215677,0.361568228041263,-0.225875277159514,-0.0698541666666666,0.148260344200335,0.449466635317852
"465",2018,"Europe & Central Asia",NA,NA,1.07406376085318,1.09458459590606,NA,NA,1.17335235891665,NA,NA,1.10329793991688,NA,NA,NA,NA,-0.35963232457665,0.138104166666667,-0.285432783814313,0.444110045776419
"466",2019,"Europe & Central Asia",0.219344961600348,0.794977810687505,1.06198643700442,1.10030382904002,0.295409567158054,0.330851103965541,1.1905615659164,0.384646721688336,0.362026783524172,1.13757992460986,0.485486990817256,0.234815649738762,0.473967485100755,0.296676943567251,-0.242162311188991,0.213673469387755,-0.184622760125591,0.458565387388934
"467",2020,"Europe & Central Asia",NA,NA,1.071550435111,0.884459753515415,NA,NA,1.18029750317012,NA,NA,1.16071969656978,NA,NA,NA,NA,-0.168008400092605,0.100816326530612,0.11696029343773,0.457484782088635
"468",2021,"Europe & Central Asia",0.301150790585063,0.76798351752956,1.06576913082749,0.907499472573122,0.22121810149799,0.174891059304659,1.16410241015429,0.455596051117015,0.39969373257927,1.1085359910115,0.398896612366586,0.15954356572025,0.513665611140195,0.264063710230117,0.0198679925140979,0.191408163265306,0.321219583334431,0.447224887651066
"469",2022,"Europe & Central Asia",NA,NA,1.07620067561563,0.919252659449946,NA,NA,1.15070381327591,NA,NA,1.0727855353469,NA,NA,NA,NA,0.0814676848548467,0.218,0.280865236570651,0.480917098729507
"470",2023,"Europe & Central Asia",0.22556281374588,0.741376673654922,1.04586525295003,0.898090411610789,0.147026635837926,0.147812888267764,1.20127250464801,0.441200535001051,0.383146650740606,1.04496785070422,0.329624309606051,0.0964597799946012,0.469302395821551,0.232521459637285,0.0742611938503106,0.134775510204082,0.333404249377146,0.469338466291842
"471",1902,"Sub-Saharan Africa",NA,NA,-0.937755314671354,-0.676766964253848,NA,NA,-0.804422926032074,NA,NA,-0.570316766038537,NA,NA,NA,NA,NA,-1.41909677419355,NA,NA
"472",1903,"Sub-Saharan Africa",NA,NA,-0.952027016714044,-0.650870370911066,NA,NA,-0.80198226610185,NA,NA,-0.579161502654481,NA,NA,NA,NA,NA,-1.38918181818182,NA,NA
"473",1904,"Sub-Saharan Africa",NA,NA,-0.917342767326055,-0.663440384379698,NA,NA,-0.806649156290522,NA,NA,-0.58997322913702,NA,NA,NA,NA,NA,-1.33205714285714,NA,NA
"474",1905,"Sub-Saharan Africa",NA,NA,-0.917342767326055,-0.667162769512432,NA,NA,-0.792590944355847,NA,NA,-0.58997322913702,NA,NA,NA,NA,NA,-1.31634285714286,NA,NA
"475",1906,"Sub-Saharan Africa",NA,NA,-0.917342767326055,-0.666752547477396,NA,NA,-0.791130769216475,NA,NA,-0.58997322913702,NA,NA,NA,NA,NA,-1.36145714285714,NA,NA
"476",1907,"Sub-Saharan Africa",NA,NA,-0.917342767326055,-0.666752547477396,NA,NA,-0.791267660635791,NA,NA,-0.58997322913702,NA,NA,NA,NA,NA,-1.35691428571429,NA,NA
"477",1908,"Sub-Saharan Africa",NA,NA,-0.917342767326055,-0.66006744764718,NA,NA,-0.791450182528213,NA,NA,-0.58997322913702,NA,NA,NA,NA,NA,-1.35285714285714,NA,NA
"478",1909,"Sub-Saharan Africa",NA,NA,-0.906931548793164,-0.660371315821281,NA,NA,-0.791495813001318,NA,NA,-0.585490607954598,NA,NA,NA,NA,NA,-1.35934285714286,NA,NA
"479",1910,"Sub-Saharan Africa",NA,NA,-0.932032923453022,-0.67549424399149,NA,NA,-0.797127150211618,NA,NA,-0.615936107103158,NA,NA,NA,NA,NA,-1.33766666666667,NA,NA
"480",1911,"Sub-Saharan Africa",NA,NA,-0.954600176960948,-0.684970676412737,NA,NA,-0.796499520309274,NA,NA,-0.601721242405217,NA,NA,NA,NA,NA,-1.32567567567568,NA,NA
"481",1912,"Sub-Saharan Africa",NA,NA,-0.954600176960948,-0.684812582835671,NA,NA,-0.796671612379272,NA,NA,-0.601721242405217,NA,NA,NA,NA,NA,-1.29794594594595,NA,NA
"482",1913,"Sub-Saharan Africa",NA,NA,-0.954600176960948,-0.684884443552519,NA,NA,-0.796671612379272,NA,NA,-0.599806583750531,NA,NA,NA,NA,NA,-1.28943243243243,NA,NA
"483",1914,"Sub-Saharan Africa",NA,NA,-0.94841613818312,-0.662895820625586,NA,NA,-0.805945462818024,NA,NA,-0.585150660510193,NA,NA,NA,NA,NA,-1.25255263157895,NA,NA
"484",1915,"Sub-Saharan Africa",NA,NA,-0.942983130377077,-0.662937802412797,NA,NA,-0.806154602486424,NA,NA,-0.587454160010429,NA,NA,NA,NA,NA,-1.24192105263158,NA,NA
"485",1916,"Sub-Saharan Africa",NA,NA,-0.965765234268059,-0.685102479483639,NA,NA,-0.820990648809362,NA,NA,-0.562316828909824,NA,NA,NA,NA,NA,-1.30092682926829,NA,NA
"486",1917,"Sub-Saharan Africa",NA,NA,-0.965765234268059,-0.685647218771356,NA,NA,-0.820990648809362,NA,NA,-0.562316828909824,NA,NA,NA,NA,NA,-1.30551219512195,NA,NA
"487",1918,"Sub-Saharan Africa",NA,NA,-0.953519021762682,-0.685647218771356,NA,NA,-0.820990648809362,NA,NA,-0.562316828909824,NA,NA,NA,NA,NA,-1.31929268292683,NA,NA
"488",1919,"Sub-Saharan Africa",NA,NA,-0.916652219507778,-0.711048930556927,NA,NA,-0.829218525117541,NA,NA,-0.549490108521466,NA,NA,NA,NA,NA,-1.32169047619048,NA,NA
"489",1920,"Sub-Saharan Africa",NA,NA,-0.899037495787989,-0.72307416824222,NA,NA,-0.81306233270464,NA,NA,-0.537286052732266,NA,NA,NA,NA,NA,-1.30245454545455,NA,NA
"490",1921,"Sub-Saharan Africa",NA,NA,-0.886883479983105,-0.722868711919958,NA,NA,-0.81214415855069,NA,NA,-0.54719926398675,NA,NA,NA,NA,NA,-1.26211363636364,NA,NA
"491",1922,"Sub-Saharan Africa",NA,NA,-0.895136855956317,-0.715935299612119,NA,NA,-0.820083304401843,NA,NA,-0.564535207591176,NA,NA,NA,NA,NA,-1.30082222222222,NA,NA
"492",1923,"Sub-Saharan Africa",NA,NA,-0.884054730108065,-0.714292723315452,NA,NA,-0.822413717849725,NA,NA,-0.564535207591176,NA,NA,NA,NA,NA,-1.34135555555556,NA,NA
"493",1924,"Sub-Saharan Africa",NA,NA,-0.884054730108065,-0.714304540411112,NA,NA,-0.812948653999865,NA,NA,-0.564535207591176,NA,NA,NA,NA,NA,-1.32493333333333,NA,NA
"494",1925,"Sub-Saharan Africa",NA,NA,-0.884054730108065,-0.716431617629817,NA,NA,-0.811801373533215,NA,NA,-0.55473514032002,NA,NA,NA,NA,NA,-1.34651111111111,NA,NA
"495",1926,"Sub-Saharan Africa",NA,NA,-0.884054730108065,-0.715072651628977,NA,NA,-0.802838244887514,NA,NA,-0.55473514032002,NA,NA,NA,NA,NA,-1.338,NA,NA
"496",1927,"Sub-Saharan Africa",NA,NA,-0.884054730108065,-0.715876214133822,NA,NA,-0.789680372035625,NA,NA,-0.559350815401472,NA,NA,NA,NA,NA,-1.34953333333333,NA,NA
"497",1928,"Sub-Saharan Africa",NA,NA,-0.884054730108065,-0.725058097461231,NA,NA,-0.789680372035625,NA,NA,-0.554636232996846,NA,NA,NA,NA,NA,-1.32764444444444,NA,NA
"498",1929,"Sub-Saharan Africa",NA,NA,-0.882793207020337,-0.723226447634013,NA,NA,-0.792369310629335,NA,NA,-0.554636232996846,NA,NA,NA,NA,NA,-1.25997777777778,NA,NA
"499",1930,"Sub-Saharan Africa",NA,NA,-0.884327491856763,-0.722080189355044,NA,NA,-0.791472997764765,NA,NA,-0.559647537370994,NA,NA,NA,NA,NA,-1.2718,NA,NA
"500",1931,"Sub-Saharan Africa",NA,NA,-0.883074492573682,-0.722080189355044,NA,NA,-0.785664890402351,NA,NA,-0.559647537370994,NA,NA,NA,NA,NA,-1.29288888888889,NA,NA
"501",1932,"Sub-Saharan Africa",NA,NA,-0.912052947025946,-0.698141439252513,NA,NA,-0.777216813734437,NA,NA,-0.576601713693927,NA,NA,NA,NA,NA,-1.29420454545455,NA,NA
"502",1933,"Sub-Saharan Africa",NA,NA,-0.909795107408705,-0.703930473273875,NA,NA,-0.775600827223485,NA,NA,-0.576601713693927,NA,NA,NA,NA,NA,-1.29420454545455,NA,NA
"503",1934,"Sub-Saharan Africa",NA,NA,-0.909795107408705,-0.703918387607859,NA,NA,-0.778796073279231,NA,NA,-0.572833681865054,NA,NA,NA,NA,NA,-1.29095454545455,NA,NA
"504",1935,"Sub-Saharan Africa",NA,NA,-0.909795107408705,-0.699579633508342,NA,NA,-0.7811833260795,NA,NA,-0.564884567738372,NA,NA,NA,NA,NA,-1.26454545454545,NA,NA
"505",1936,"Sub-Saharan Africa",NA,NA,-0.907746488450977,-0.698842407881404,NA,NA,-0.7811833260795,NA,NA,-0.560282005370219,NA,NA,NA,NA,NA,-1.27615909090909,NA,NA
"506",1937,"Sub-Saharan Africa",NA,NA,-0.906771497675867,-0.698479837900943,NA,NA,-0.7811833260795,NA,NA,-0.560282005370219,NA,NA,NA,NA,NA,-1.26295454545455,NA,NA
"507",1938,"Sub-Saharan Africa",NA,NA,-0.906771497675867,-0.695168365412732,NA,NA,-0.775270284528063,NA,NA,-0.560282005370219,NA,NA,NA,NA,NA,-1.28438636363636,NA,NA
"508",1939,"Sub-Saharan Africa",NA,NA,-0.906771497675867,-0.695579278057255,NA,NA,-0.773580844084796,NA,NA,-0.560282005370219,NA,NA,NA,NA,NA,-1.28654545454545,NA,NA
"509",1940,"Sub-Saharan Africa",NA,NA,-0.894738424512525,-0.69167560793429,NA,NA,-0.761754760981921,NA,NA,-0.545479625299748,NA,NA,NA,NA,NA,-1.22936363636364,NA,NA
"510",1941,"Sub-Saharan Africa",NA,NA,-0.889350992530074,-0.689705644373785,NA,NA,-0.760432590200234,NA,NA,-0.545058145229404,NA,NA,NA,NA,NA,-1.20479545454545,NA,NA
"511",1942,"Sub-Saharan Africa",NA,NA,-0.875596002591705,-0.66547388401297,NA,NA,-0.759440962113968,NA,NA,-0.521994755780196,NA,NA,NA,NA,NA,-1.13120454545455,NA,NA
"512",1943,"Sub-Saharan Africa",NA,NA,-0.875596002591705,-0.665304684688755,NA,NA,-0.760616225031024,NA,NA,-0.524911397866975,NA,NA,NA,NA,NA,-1.11093181818182,NA,NA
"513",1944,"Sub-Saharan Africa",NA,NA,-0.844550817069767,-0.665776025663354,NA,NA,-0.762379119406607,NA,NA,-0.523992571313626,NA,NA,NA,NA,NA,-1.13547727272727,NA,NA
"514",1945,"Sub-Saharan Africa",NA,NA,-0.827083336684433,-0.658669654046317,NA,NA,-0.773726003046277,NA,NA,-0.495365644935881,NA,NA,NA,NA,NA,-1.10988636363636,NA,NA
"515",1946,"Sub-Saharan Africa",NA,NA,-0.776150923979993,-0.647927914091857,NA,NA,-0.757615717307465,NA,NA,-0.455522852899578,NA,NA,NA,NA,NA,-1.04606666666667,NA,NA
"516",1947,"Sub-Saharan Africa",NA,NA,-0.735369087293841,-0.644739610304254,NA,NA,-0.654900991760342,NA,NA,-0.439368169294426,NA,NA,NA,NA,NA,-0.964326086956522,NA,NA
"517",1948,"Sub-Saharan Africa",NA,NA,-0.700751320448446,-0.645618185677198,NA,NA,-0.63320370179873,NA,NA,-0.423516120596595,NA,NA,NA,NA,NA,-0.958543478260869,NA,NA
"518",1949,"Sub-Saharan Africa",NA,NA,-0.692296076839011,-0.643017140165194,NA,NA,-0.599733749775929,NA,NA,-0.413622700580197,NA,NA,NA,NA,NA,-0.960717391304348,NA,NA
"519",1950,"Sub-Saharan Africa",NA,NA,-0.664941177011144,-0.620544106941485,NA,NA,-0.585976162134654,NA,NA,-0.375564882750205,NA,NA,NA,NA,NA,-0.847695652173913,NA,NA
